Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
09/18/2013,Credit card,,Credit card protection / Debt protection,,,,HSBC North America Holdings Inc.,WI,53091,,N/A,Web,10/25/2013,Closed with explanation,Yes,No,533108
08/19/2013,Credit card,,Billing disputes,,,,Citibank,NY,10471,,N/A,Fax,08/20/2013,Closed with explanation,Yes,No,495129
09/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,PA,18810,,N/A,Referral,09/19/2013,Closed with explanation,Yes,No,533120
09/18/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,AZ,85650,,N/A,Referral,09/19/2013,Closed with explanation,Yes,No,533121
09/18/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,NJ,07036,,N/A,Referral,09/19/2013,Closed with explanation,Yes,No,533675
09/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,FL,33173,,N/A,Referral,09/19/2013,Closed,Yes,No,533241
09/18/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,TD Bank US Holding Company,CT,06415,,N/A,Referral,09/19/2013,Closed with monetary relief,Yes,No,533129
09/18/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,21st Mortgage Corporation,NY,10018,,N/A,Referral,10/07/2013,Closed with explanation,Yes,Yes,531892
09/09/2013,Credit card,,Credit determination,,,,Citibank,NV,89403,,N/A,Postal mail,09/09/2013,Closed with explanation,Yes,No,519729
08/19/2013,Credit reporting,,Incorrect information on credit report,Personal information,,,Experian,MA,01960,Older American,N/A,Web,08/19/2013,Closed with non-monetary relief,Yes,No,496781
08/19/2013,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,"PennyMac Loan Services, LLC",CA,94102,,N/A,Fax,08/20/2013,Closed with non-monetary relief,Yes,No,496208
09/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,95240,,N/A,Referral,09/19/2013,Closed with explanation,Yes,No,533377
09/18/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,BB&T Financial,MD,21046,,N/A,Referral,09/19/2013,Closed with explanation,Yes,No,533284
09/09/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,TX,75070,,N/A,Postal mail,09/09/2013,Closed with explanation,Yes,No,519116
09/18/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,NY,11757,,N/A,Postal mail,09/19/2013,Closed with explanation,Yes,Yes,531809
08/19/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,BB&T Financial,FL,32406,,N/A,Referral,08/20/2013,Closed with explanation,Yes,No,496228
09/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,MI,48382,,N/A,Referral,09/19/2013,Closed with explanation,Yes,No,533153
09/18/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,PNC Bank N.A.,NJ,08812,,N/A,Referral,09/20/2013,Closed with non-monetary relief,Yes,No,533154
08/19/2013,Credit card,,Other,,,,PNC Bank N.A.,IN,46236,,N/A,Referral,08/20/2013,Closed with non-monetary relief,Yes,No,496231
09/18/2013,Credit card,,Closing/Cancelling account,,,,PNC Bank N.A.,NJ,08075,,N/A,Referral,09/19/2013,Closed with explanation,Yes,No,533158
08/19/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,MA,02184,,N/A,Referral,08/20/2013,Closed with explanation,Yes,No,496234
09/18/2013,Credit card,,Closing/Cancelling account,,,,Capital One,NJ,07104,,N/A,Web,09/18/2013,Closed with explanation,Yes,No,533165
09/09/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,AL,36542,Older American,N/A,Web,09/10/2013,Closed with explanation,Yes,No,519661
08/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,FL,33647,,N/A,Referral,08/21/2013,Closed with explanation,Yes,Yes,496245
09/18/2013,Credit card,,Billing disputes,,,,Citibank,IA,43062,,N/A,Phone,09/19/2013,Closed with explanation,Yes,No,533174
09/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,OH,44287,Older American,N/A,Referral,09/10/2013,Closed with explanation,Yes,No,519781
09/09/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,FL,33027,,N/A,Phone,10/24/2013,Closed with non-monetary relief,No,Yes,519048
08/30/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,CA,91104,,N/A,Referral,09/03/2013,Closed with explanation,Yes,Yes,511080
08/19/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",MD,20607,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,496262
09/18/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Caliber Home Loans, Inc",CA,91325,,N/A,Web,09/19/2013,Closed with explanation,Yes,Yes,533375
08/30/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Wells Fargo & Company,NY,11764,,N/A,Postal mail,09/18/2013,Closed with explanation,Yes,No,510473
08/19/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,21st Mortgage Corporation,LA,71292,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,496272
09/09/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,"I.C. System, Inc.",NC,27530,Servicemember,N/A,Web,09/11/2013,Closed with explanation,Yes,Yes,519415
09/19/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,NY,11746,,N/A,Web,09/19/2013,Closed with explanation,Yes,Yes,535567
08/30/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,GA,30016,,N/A,Referral,09/04/2013,Closed with explanation,Yes,No,511091
08/20/2013,Mortgage,VA mortgage,"Application, originator, mortgage broker",,,,NVR Inc,PA,18974,Servicemember,N/A,Web,10/16/2013,Closed with explanation,Yes,No,496791
08/20/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,VA,22201,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,496792
09/19/2013,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Equifax,CT,06902,,N/A,Web,09/19/2013,Closed with explanation,Yes,No,533807
08/20/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"The CMI Group, Inc.",NV,89503,,N/A,Web,08/19/2013,Closed with non-monetary relief,Yes,No,496798
08/30/2013,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,,,Bank of America,TX,75023,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,511090
09/19/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Wells Fargo & Company,CA,92567,,N/A,Web,09/19/2013,Closed with explanation,Yes,Yes,533811
09/09/2013,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,"HOVG, LLC",NJ,07719,Servicemember,N/A,Web,09/13/2013,Closed with explanation,Yes,No,519828
09/19/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,CA,92881,,N/A,Web,09/19/2013,Closed with explanation,Yes,No,535590
09/19/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,FL,33327,,N/A,Web,09/19/2013,Closed with explanation,Yes,Yes,533814
09/19/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Commercial Recovery Systems,CA,95648,,N/A,Web,09/18/2013,Closed,Yes,No,533815
08/20/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,,,U.S. Bancorp,CA,92562,,N/A,Web,08/19/2013,Closed with explanation,Yes,No,496803
08/20/2013,Credit card,,Other,,,,Amex,CA,93063,Older American,N/A,Phone,08/20/2013,Closed with explanation,Yes,Yes,496805
08/20/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not disclosed as an attempt to collect,,,Marauder Corporation,CA,91786,,N/A,Web,09/10/2013,Closed with explanation,Yes,No,496628
08/20/2013,Credit card,,Other,,,,Citibank,CA,93063,Older American,N/A,Phone,08/20/2013,Closed with explanation,Yes,Yes,496806
08/20/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,TN,37013,,N/A,Web,08/20/2013,Closed with explanation,Yes,Yes,496809
09/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,FL,32707,,N/A,Referral,09/10/2013,Closed with explanation,Yes,No,519835
09/09/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",PA,18704,,N/A,Postal mail,09/30/2013,Closed with non-monetary relief,Yes,No,519839
09/19/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,PNC Bank N.A.,MD,20866,,N/A,Web,09/19/2013,Closed with monetary relief,Yes,No,535136
09/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,MI,48035,,N/A,Web,09/19/2013,Closed with explanation,Yes,No,533829
08/20/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Bank of America,CA,95696,,N/A,Web,08/20/2013,Closed with non-monetary relief,Yes,Yes,496810
09/19/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,CA,92780,,N/A,Web,09/23/2013,Closed with explanation,Yes,Yes,535196
09/19/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",PA,19605,,N/A,Web,09/25/2013,Closed with explanation,Yes,Yes,533835
09/19/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",CA,92780,,N/A,Web,09/23/2013,Closed with explanation,Yes,No,535197
08/30/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Security Finance,LA,70503,,N/A,Web,08/30/2013,Closed with explanation,Yes,No,511120
09/19/2013,Credit reporting,,Credit monitoring or identity protection,Billing dispute,,,Equifax,MI,48451,,N/A,Web,09/19/2013,Closed with explanation,Yes,No,533841
09/19/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,FL,33027,Servicemember,N/A,Web,09/19/2013,Closed with non-monetary relief,Yes,No,533844
08/30/2013,Mortgage,Other mortgage,Credit decision / Underwriting,,,,New York Community Bank,MD,20912,,N/A,Postal mail,09/05/2013,Closed with explanation,Yes,No,511136
09/19/2013,Credit card,,Cash advance,,,,Capital One,CA,91604,,N/A,Web,09/19/2013,Closed with monetary relief,Yes,No,533850
08/30/2013,Mortgage,FHA mortgage,Settlement process and costs,,,,Prospect Mortgage,CA,92656,Older American,N/A,Web,09/04/2013,Closed with explanation,Yes,Yes,511140
08/20/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",FL,32459,,N/A,Web,08/19/2013,Closed with explanation,Yes,No,496826
08/30/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,DC,20012,,N/A,Web,09/04/2013,Closed with explanation,Yes,No,511146
09/19/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Called outside of 8am-9pm,,,"National Credit Adjusters, LLC",MI,49009,,N/A,Web,09/19/2013,Closed,Yes,No,535485
09/19/2013,Credit card,,Credit card protection / Debt protection,,,,Navy FCU,VA,20155,Servicemember,N/A,Web,09/19/2013,Closed with explanation,Yes,No,533861
08/20/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Gryphon Corp,TX,77347,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,496709
08/20/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Credit Protection Association, L.P.",NY,10009,,N/A,Web,08/19/2013,Closed with non-monetary relief,Yes,No,498095
09/19/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,Bank of America,TX,78756,,N/A,Web,09/19/2013,Closed with explanation,Yes,No,533867
08/20/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,IL,60516,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,496835
09/19/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,PNC Bank N.A.,PA,17402,,N/A,Referral,09/19/2013,Closed with non-monetary relief,Yes,Yes,534458
09/09/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Experian,NC,27377,,N/A,Web,09/13/2013,Closed with non-monetary relief,Yes,No,519886
08/20/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Equifax,WA,98668,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,496837
08/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Fifth Third Financial Corporation,NC,28075,,N/A,Postal mail,09/04/2013,Closed with monetary relief,Yes,No,511169
08/20/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Santander Bank US,CT,06111,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,496745
08/20/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,AZ,85013,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,496845
09/09/2013,Credit card,,Transaction issue,,,,Citibank,IL,60443,,N/A,Web,09/13/2013,Closed with monetary relief,Yes,No,519896
08/20/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Ditech Financial LLC,NY,10002,,N/A,Web,08/20/2013,Closed with explanation,Yes,Yes,496847
09/09/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NJ,08081,,N/A,Web,09/10/2013,Closed with explanation,Yes,No,519899
09/19/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,VA,23666,,N/A,Referral,10/07/2013,Closed with explanation,Yes,No,533885
09/19/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,,,,N/A,Postal mail,09/19/2013,Closed with explanation,Yes,No,533890
09/19/2013,Consumer Loan,Installment loan,Managing the loan or lease,,,,Wells Fargo & Company,WA,98661,Older American,N/A,Postal mail,09/20/2013,Closed with monetary relief,Yes,No,535156
08/20/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Flagstar Bank,CA,92021,,N/A,Referral,08/21/2013,Closed with explanation,Yes,No,497045
09/19/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Commerce Bank,MO,65804,,N/A,Referral,09/20/2013,Closed with non-monetary relief,Yes,Yes,534804
08/20/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,MI,48451,,N/A,Web,08/21/2013,Closed with explanation,Yes,No,496860
08/30/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,HSBC North America Holdings Inc.,CO,80207,Older American,N/A,Web,09/04/2013,Closed with explanation,Yes,No,511192
08/30/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,NC,28129,Older American,N/A,Web,09/04/2013,Closed with explanation,Yes,No,511196
08/20/2013,Bank account or service,Savings account,"Making/receiving payments, sending money",,,,BB&T Financial,MD,21074,,N/A,Referral,08/21/2013,Closed with explanation,Yes,No,497059
08/20/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,MT,59701,,N/A,Referral,08/21/2013,Closed with monetary relief,Yes,No,497067
08/30/2013,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,,,Forster & Garbus LLP,FL,34744,,N/A,Phone,09/04/2013,Closed with non-monetary relief,Yes,No,511166
08/20/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,TX,77488,,N/A,Referral,08/21/2013,Closed with explanation,Yes,Yes,497124
08/20/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Ally Financial Inc.,IA,50701,,N/A,Referral,08/21/2013,Closed with explanation,Yes,No,497170
08/30/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,IL,60614,Older American,N/A,Web,08/30/2013,Closed with non-monetary relief,Yes,No,511214
08/20/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,MA,01610,,N/A,Web,08/21/2013,Closed,Yes,Yes,496867
09/19/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Dynamic Recovery Solutions, LLC",DC,20001,,N/A,Web,10/28/2013,Closed,Yes,No,533929
09/19/2013,Credit card,,Late fee,,,,Amex,VA,20166,,N/A,Phone,09/19/2013,Closed with explanation,Yes,Yes,533754
08/20/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo & Company,PA,18337,,N/A,Web,08/21/2013,Closed with monetary relief,Yes,No,496872
09/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Called after sent written cease of comm,,,Stellar Recovery Inc.,MO,63301,Servicemember,N/A,Web,09/09/2013,Closed with explanation,Yes,Yes,519938
08/20/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,LA,71269,,N/A,Web,08/20/2013,Closed with non-monetary relief,Yes,Yes,496871
08/20/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,"Southwest Recovery Services, Inc.",TX,75051,,N/A,Postal mail,08/21/2013,Closed with explanation,Yes,No,496875
08/30/2013,Credit card,,Billing disputes,,,,Discover,FL,32250,,N/A,Fax,09/04/2013,Closed with monetary relief,Yes,No,510131
08/20/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,GC Services Limited Partnership,MI,48807,,N/A,Referral,08/21/2013,Closed with non-monetary relief,Yes,No,496884
08/20/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,75051,,N/A,Postal mail,10/01/2013,Closed with explanation,Yes,No,496876
09/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,WA,98498,,N/A,Referral,09/20/2013,Closed with explanation,Yes,No,535021
09/19/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,"Client Services, Inc.",AZ,85140,,N/A,Web,09/19/2013,Closed with non-monetary relief,Yes,No,533951
09/09/2013,Credit card,,Other fee,,,,Regions Financial Corporation,TN,38112,Older American,N/A,Phone,09/10/2013,Closed,Yes,No,519967
09/09/2013,Credit card,,Transaction issue,,,,Bank of America,MD,20854,,N/A,Web,09/13/2013,Closed with non-monetary relief,Yes,No,519969
09/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,NY,11419,,N/A,Postal mail,09/19/2013,Closed with explanation,Yes,No,533965
09/19/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",NV,89001,,N/A,Referral,10/07/2013,Closed with explanation,Yes,No,533959
09/09/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,NE,69357,,N/A,Web,09/10/2013,Closed with non-monetary relief,Yes,No,519981
08/20/2013,Credit card,,Transaction issue,,,,Barclays PLC,VA,22482,Older American,N/A,Postal mail,08/21/2013,Closed with explanation,Yes,No,496694
09/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,32505,,N/A,Referral,09/20/2013,Closed with explanation,Yes,Yes,534917
09/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,NJ,07030,,N/A,Referral,09/25/2013,Closed with explanation,Yes,No,519992
09/09/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,KS,66206,,N/A,Referral,09/10/2013,Closed with explanation,Yes,No,519999
09/19/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Convergent Resources, Inc.",DE,19803,,N/A,Referral,09/19/2013,Closed with explanation,Yes,No,534006
09/19/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",TX,76049,,N/A,Postal mail,10/21/2013,Closed with explanation,Yes,No,534010
09/09/2013,Credit card,,Forbearance / Workout plans,,,,JPMorgan Chase & Co.,IL,60202,,N/A,Referral,09/10/2013,Closed with monetary relief,Yes,Yes,520006
09/09/2013,Credit card,,Late fee,,,,Capital One,CA,91335,,N/A,Referral,09/10/2013,Closed with monetary relief,Yes,No,519009
08/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,90005,,N/A,Postal mail,01/06/2014,Closed with explanation,Yes,Yes,511642
09/19/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,IBERIABANK,FL,33064,,N/A,Web,09/19/2013,Closed with explanation,Yes,Yes,534022
09/09/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",MD,20878,,N/A,Web,09/13/2013,Closed with explanation,Yes,No,519163
09/19/2013,Credit card,,Balance transfer,,,,Citibank,NC,27103,,N/A,Web,09/19/2013,Closed with explanation,Yes,Yes,534036
09/09/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Synchrony Financial,MO,63135,,N/A,Web,09/10/2013,Closed with explanation,Yes,Yes,520030
08/30/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",CA,90005,,N/A,Postal mail,09/03/2013,Closed with explanation,Yes,No,511645
08/20/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,RI,02921,,N/A,Postal mail,09/10/2013,Closed with non-monetary relief,Yes,No,496646
09/09/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,NY,14217,,N/A,Web,09/10/2013,Closed with explanation,Yes,Yes,520052
08/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,PNC Bank N.A.,CO,81602,,N/A,Web,09/04/2013,Closed with explanation,Yes,No,511338
09/19/2013,Credit card,,Delinquent account,,,,Citibank,WI,53146,,N/A,Web,09/19/2013,Closed with explanation,Yes,Yes,534061
09/09/2013,Credit card,,Credit determination,,,,Amex,UT,84032,,N/A,Postal mail,09/10/2013,Closed with explanation,Yes,No,520053
08/30/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,AES/PHEAA,GA,30097,,N/A,Postal mail,09/04/2013,Closed with explanation,Yes,Yes,511653
08/20/2013,Credit card,,Rewards,,,,Citibank,NY,10023,,N/A,Referral,08/21/2013,Closed with explanation,Yes,Yes,497234
09/09/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",IL,60453,,N/A,Web,09/10/2013,Closed with explanation,Yes,No,520061
08/30/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,,,Ditech Financial LLC,AL,36541,Servicemember,N/A,Web,11/07/2013,Closed with explanation,Yes,No,511377
09/01/2013,Credit card,,Payoff process,,,,Citibank,PA,18704,,N/A,Web,08/31/2013,Closed with monetary relief,Yes,No,511520
08/30/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",NV,89074,,N/A,Web,08/30/2013,Closed with non-monetary relief,Yes,No,511378
09/09/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,AZ,85225,,N/A,Web,09/10/2013,Closed with non-monetary relief,Yes,No,519077
08/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Citizens Financial Group, Inc.",IL,61107,,N/A,Referral,09/04/2013,Closed with explanation,Yes,No,509997
08/31/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Bank of America,GA,30097,,N/A,Postal mail,09/04/2013,Closed with explanation,Yes,Yes,511654
08/20/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",WA,98597,,N/A,Web,08/20/2013,Closed with explanation,Yes,Yes,496987
08/31/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,OR,97217,,N/A,Web,08/30/2013,Closed with non-monetary relief,Yes,No,510042
08/31/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Experian,WA,98512,,N/A,Web,09/04/2013,Closed with explanation,Yes,Yes,510001
08/31/2013,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,,,Bank of America,NV,89123,,N/A,Web,09/04/2013,Closed with non-monetary relief,Yes,Yes,509993
08/31/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,PA,19606,,N/A,Web,09/04/2013,Closed with explanation,Yes,No,511401
08/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"CCS Financial Services, Inc.",CO,80026,,N/A,Web,09/13/2013,Closed with non-monetary relief,No,,511406
08/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,,,"PayPal Holdings, Inc.",TX,76112,,N/A,Web,09/05/2013,Closed with explanation,Yes,Yes,511414
08/31/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,"SunTrust Banks, Inc.",NC,28214,,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,511415
08/31/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Financial Business and Consumer Solutions.,VA,23238,,N/A,Web,08/31/2013,Closed with explanation,Yes,No,509953
08/31/2013,Credit card,,Late fee,,,,Capital One,IL,60143,,N/A,Web,08/31/2013,Closed with monetary relief,Yes,No,511614
08/31/2013,Credit card,,Late fee,,,,Synchrony Financial,IL,62701,,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,511424
09/19/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Expert Global Solutions, Inc.",MA,01034,,N/A,Referral,10/07/2013,Closed with explanation,Yes,No,534110
09/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,Rent Recovery Solutions,CO,80817,,N/A,Web,09/13/2013,Closed with explanation,Yes,No,520100
09/19/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,NJ,08610,,N/A,Web,09/19/2013,Closed with explanation,Yes,No,534113
08/31/2013,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,IN,46186,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,511452
08/31/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Citibank,FL,33498,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,511455
08/31/2013,Money transfers,International money transfer,Money was not available when promised,,,,The Western Union Company,FL,33066,,N/A,Web,08/31/2013,Closed with explanation,Yes,No,511456
