Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
08/28/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Expert Global Solutions, Inc.",FL,33162,,N/A,Referral,09/05/2013,Closed with explanation,Yes,No,507650
08/28/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"Credit Protection Association, L.P.",MD,21045,,N/A,Phone,08/29/2013,Closed with non-monetary relief,Yes,No,506753
09/22/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,CA,93306,,N/A,Web,09/22/2013,Closed with explanation,Yes,No,537209
09/22/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",CA,90024,,N/A,Web,09/22/2013,Closed with non-monetary relief,Yes,No,537682
08/28/2013,Credit card,,Billing disputes,,,,Citibank,CT,06415,,N/A,Referral,08/29/2013,Closed with non-monetary relief,Yes,No,506822
08/28/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,TD Bank US Holding Company,NJ,07026,,N/A,Phone,09/03/2013,Closed with explanation,Yes,Yes,506603
10/16/2013,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Experian,TX,76006,,N/A,Postal mail,11/14/2013,Closed with non-monetary relief,Yes,No,560079
09/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,CA,92021,,N/A,Referral,10/24/2013,Closed with explanation,Yes,No,521314
09/26/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NY,10309,,N/A,Referral,09/27/2013,Closed with non-monetary relief,Yes,Yes,544886
09/22/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,MI,48235,,N/A,Web,09/23/2013,Closed with explanation,Yes,No,537218
10/03/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,FL,32506,Older American,N/A,Web,10/04/2013,Closed with monetary relief,Yes,No,551638
10/16/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,CA,92609,,N/A,Web,10/17/2013,Closed with explanation,Yes,No,560119
10/16/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",TX,76006,,N/A,Postal mail,11/13/2013,Closed with explanation,Yes,No,560083
09/22/2013,Bank account or service,Cashing a check without an account,"Account opening, closing, or management",,,,Bank of America,CT,06610,,N/A,Web,09/23/2013,Closed with explanation,Yes,No,537219
09/26/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,Financial Credit Network Inc,CA,95823,,N/A,Web,09/27/2013,Closed with explanation,Yes,No,543153
09/10/2013,Credit card,,Advertising and marketing,,,,Barclays PLC,CA,91406,Older American,N/A,Web,09/14/2013,Closed with explanation,Yes,No,522526
10/03/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,TX,77905,,N/A,Web,10/11/2013,Closed with explanation,Yes,Yes,551647
09/26/2013,Credit card,,Rewards,,,,JPMorgan Chase & Co.,NY,11354,,N/A,Referral,09/27/2013,Closed with explanation,Yes,No,544888
09/23/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Afni, Inc.",OH,43062,,N/A,Web,09/23/2013,Closed with explanation,Yes,No,539314
09/23/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,AL,36507,,N/A,Web,09/23/2013,Closed with explanation,Yes,Yes,539362
09/23/2013,Credit card,,Credit card protection / Debt protection,,,,Bank of America,CA,93109,,N/A,Web,09/22/2013,Closed,Yes,No,537822
09/23/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Dynamic Recovery Solutions, LLC",CA,93933,,N/A,Web,11/03/2013,Closed with explanation,Yes,No,537823
10/03/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,92037,,N/A,Referral,10/03/2013,Closed with explanation,Yes,No,551651
10/16/2013,Credit card,,Billing disputes,,,,Bank of America,CT,06897,,N/A,Web,10/16/2013,Closed with explanation,Yes,No,560132
09/23/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,USAA Savings,PA,17976,,N/A,Web,09/22/2013,Closed with explanation,Yes,No,537827
09/23/2013,Credit card,,Credit line increase/decrease,,,,Capital One,TX,75204,,N/A,Web,09/22/2013,Closed with explanation,Yes,No,539352
08/28/2013,Debt collection,I do not know,Improper contact or sharing of info,Talked to a third party about my debt,,,Allied Interstate LLC,NY,11235,,N/A,Referral,08/29/2013,Closed with non-monetary relief,Yes,Yes,507675
10/16/2013,Credit reporting,,Improper use of my credit report,Report shared with employer w/o consent,,,Experian,NY,10918,,N/A,Web,10/16/2013,Closed with non-monetary relief,Yes,No,560140
10/03/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,TX,75043,,N/A,Postal mail,11/05/2013,Closed with non-monetary relief,Yes,No,551336
08/28/2013,Credit card,,Other,,,,Fifth Third Financial Corporation,IL,60304,,N/A,Referral,08/29/2013,Closed with non-monetary relief,Yes,No,508129
10/16/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,TN,37321,,N/A,Phone,10/16/2013,Closed with explanation,Yes,No,560142
09/23/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,"Fidelity National Information Services, Inc. (FNIS)",NY,14701,,N/A,Web,09/22/2013,Closed with explanation,Yes,Yes,538986
09/23/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,TCF National Bank,CO,80120,Older American,N/A,Web,09/27/2013,Closed with explanation,Yes,Yes,537836
09/10/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Santander Consumer USA Holdings Inc,WA,98031,,N/A,Web,09/14/2013,Closed with explanation,Yes,No,522552
09/26/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Quicken Loans,VA,22003,,N/A,Web,09/27/2013,Closed with explanation,Yes,Yes,544093
08/28/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,WA,98106,,N/A,Referral,10/28/2013,Closed with explanation,Yes,No,507690
09/23/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,PA,19510,,N/A,Web,09/23/2013,Closed with explanation,Yes,Yes,537840
10/16/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NE,68137,,N/A,Web,10/16/2013,Closed with explanation,Yes,Yes,560154
10/03/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Nationstar Mortgage,CO,80470,Servicemember,N/A,Web,10/03/2013,Closed with explanation,Yes,Yes,551678
09/23/2013,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,CA,91912,,N/A,Web,10/03/2013,Closed with non-monetary relief,Yes,No,537846
09/23/2013,Credit card,,Other,,,,Citibank,TX,78741,,N/A,Referral,09/23/2013,Closed with explanation,Yes,Yes,538041
09/26/2013,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,,,Ditech Financial LLC,GA,30734,,N/A,Web,09/27/2013,Closed with explanation,Yes,No,544110
08/28/2013,Credit card,,Other,,,,JPMorgan Chase & Co.,NY,13032,,N/A,Referral,08/29/2013,Closed with explanation,Yes,No,508131
09/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,TX,76210,,N/A,Referral,09/23/2013,Closed with explanation,Yes,Yes,537930
09/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,PNC Bank N.A.,FL,33179,,N/A,Referral,09/23/2013,Closed with explanation,Yes,No,538007
10/16/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,76126,,N/A,Postal mail,11/07/2013,Closed with non-monetary relief,Yes,No,559999
10/03/2013,Mortgage,FHA mortgage,Settlement process and costs,,,,U.S. Bancorp,FL,34116,,N/A,Web,10/03/2013,Closed with explanation,Yes,No,551689
08/28/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,GA,31419,Servicemember,N/A,Postal mail,12/04/2013,Closed with non-monetary relief,Yes,No,507711
08/28/2013,Debt collection,Mortgage,Improper contact or sharing of info,Talked to a third party about my debt,,,Wells Fargo & Company,VA,24112,Older American,N/A,Web,08/29/2013,Closed with explanation,Yes,No,507713
09/23/2013,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Equifax,OR,97537,,N/A,Postal mail,10/02/2013,Closed with explanation,Yes,Yes,537852
10/03/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,HI,96766,,N/A,Postal mail,10/03/2013,Closed with explanation,Yes,No,551349
09/23/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,CIT Bank National Association,NV,89113,,N/A,Postal mail,09/23/2013,Closed,Yes,No,537862
08/28/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,,,"Advance America, Cash Advance Centers, Inc.",OH,44270,,N/A,Phone,10/07/2013,Closed with explanation,Yes,No,507727
08/28/2013,Credit reporting,,Credit monitoring or identity protection,Billing dispute,,,Equifax,AR,72662,Older American,N/A,Web,08/28/2013,Closed with monetary relief,Yes,No,507729
10/16/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NJ,07305,,N/A,Phone,10/16/2013,Closed with explanation,Yes,No,560167
10/16/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,PA,18951,,N/A,Web,10/17/2013,Closed with non-monetary relief,Yes,No,560170
09/23/2013,Credit card,,Billing disputes,,,,Discover,PA,16002,,N/A,Referral,09/23/2013,Closed with explanation,Yes,No,537868
09/23/2013,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,OH,45011,,N/A,Referral,09/23/2013,Closed with explanation,Yes,No,538016
09/23/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,NY,12901,,N/A,Referral,09/23/2013,Closed with monetary relief,Yes,Yes,538033
10/16/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Ocwen,MO,63116,Older American,N/A,Web,10/18/2013,Closed with explanation,Yes,Yes,560175
10/16/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,"SunTrust Banks, Inc.",VA,23294,,N/A,Referral,10/16/2013,Closed with explanation,Yes,No,560721
10/16/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,FL,32257,,N/A,Postal mail,10/16/2013,Closed,Yes,No,559918
09/10/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,WI,53538,,N/A,Referral,09/11/2013,Closed with explanation,Yes,No,522591
10/16/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,AES/PHEAA,FL,34608,,N/A,Web,10/16/2013,Closed with explanation,Yes,No,560179
09/23/2013,Money transfers,International money transfer,Other service issues,,,,Xoom,CA,95628,,N/A,Referral,09/23/2013,Closed with explanation,Yes,No,538074
10/16/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Discover,NJ,08065,,N/A,Web,10/16/2013,Closed with explanation,Yes,No,560181
09/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,94086,,N/A,Referral,09/23/2013,Closed with explanation,Yes,Yes,538058
10/03/2013,Money transfers,International money transfer,Fraud or scam,,,,The Western Union Company,MO,65355,Older American,N/A,Referral,10/04/2013,Closed with explanation,Yes,No,551721
09/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,GA,30012,,N/A,Referral,09/30/2013,Closed with explanation,Yes,No,538149
09/26/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,Bank of America,IL,60487,,N/A,Phone,09/27/2013,Closed with explanation,Yes,No,544144
08/28/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,NY,10003,,N/A,Web,09/05/2013,Closed with explanation,Yes,No,507754
08/28/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,JPMorgan Chase & Co.,NJ,07652,,N/A,Web,08/29/2013,Closed with explanation,Yes,No,501665
09/23/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Regions Financial Corporation,LA,70563,,N/A,Referral,09/23/2013,Closed with monetary relief,Yes,No,538040
09/26/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"Nelson, Watson & Associates, LLC",NY,11362,,N/A,Referral,09/27/2013,Closed with explanation,Yes,No,544149
09/23/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,HSBC North America Holdings Inc.,FL,34243,,N/A,Referral,10/25/2013,Closed with explanation,Yes,No,537879
09/26/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,PA,19083,,N/A,Web,09/27/2013,Closed with explanation,Yes,No,544156
08/28/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Capital One,WA,98106,,N/A,Referral,08/29/2013,Closed with explanation,Yes,No,507693
08/28/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Commercial Recovery Systems,WA,98405,,N/A,Referral,10/17/2013,Closed,Yes,No,507719
09/10/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Citibank,NY,14456,,N/A,Web,09/11/2013,Closed with explanation,Yes,No,522618
09/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,OR,97405,,N/A,Web,09/11/2013,Closed with non-monetary relief,Yes,No,522621
10/03/2013,Consumer Loan,Vehicle lease,Managing the loan or lease,,,,Toyota Motor Credit Corporation,NY,11559,,N/A,Web,10/04/2013,Closed with explanation,Yes,No,551739
09/23/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"Credit Protection Association, L.P.",FL,34243,,N/A,Referral,09/23/2013,Closed with non-monetary relief,Yes,No,537882
08/28/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Expert Global Solutions, Inc.",NY,11050,,N/A,Referral,08/29/2013,Closed with explanation,Yes,No,507771
09/23/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,MI,48239,,N/A,Fax,09/23/2013,Closed with explanation,Yes,Yes,541221
09/26/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Rubin & Rothman, LLC",NY,11362,,N/A,Referral,11/08/2013,Closed with non-monetary relief,Yes,No,544150
09/10/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,KelKris Associates Inc,CA,93620,,N/A,Web,09/10/2013,Closed with non-monetary relief,Yes,No,522630
10/03/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MO,63026,,N/A,Web,10/04/2013,Closed with explanation,Yes,No,551754
09/23/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,Encore Capital Group,FL,34243,,N/A,Referral,09/23/2013,Closed with explanation,Yes,No,537883
10/16/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Bank of America,PA,19464,Older American,N/A,Web,10/16/2013,Closed with monetary relief,Yes,Yes,560204
09/10/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo & Company,FL,33462,,N/A,Web,09/11/2013,Closed with explanation,Yes,No,522634
09/26/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,PNC Bank N.A.,IL,60156,,N/A,Web,09/27/2013,Closed,Yes,Yes,544168
09/23/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,CO,80238,,N/A,Web,09/23/2013,Closed with non-monetary relief,Yes,No,537902
09/23/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Afni, Inc.",CA,93140,,N/A,Fax,09/23/2013,Closed with explanation,Yes,No,537905
08/28/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,"Convergent Resources, Inc.",NJ,08536,,N/A,Web,08/28/2013,Closed with explanation,Yes,No,501641
09/10/2013,Credit card,,Payoff process,,,,Regions Financial Corporation,TX,75007,,N/A,Web,10/23/2014,Closed with explanation,Yes,No,522640
09/10/2013,Money transfers,Domestic (US) money transfer,Incorrect/missing disclosures or info,,,,The Western Union Company,PA,15644,,N/A,Web,09/14/2013,Closed with explanation,Yes,No,522641
10/16/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Synchrony Financial,IN,46738,Older American,N/A,Phone,10/17/2013,Closed with monetary relief,Yes,No,560888
10/03/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Sallie Mae,IN,46637,,N/A,Web,10/04/2013,Closed with non-monetary relief,Yes,No,551764
09/23/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Citibank,DE,19803,,N/A,Phone,09/23/2013,Closed with explanation,Yes,No,537907
09/23/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,FL,32926,,N/A,Web,09/23/2013,Closed with explanation,Yes,No,537908
09/23/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,78704,,N/A,Postal mail,10/17/2013,Closed with non-monetary relief,Yes,No,537796
09/23/2013,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,NJ,08827,,N/A,Postal mail,09/30/2013,Closed with explanation,Yes,No,537909
10/16/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,33311,,N/A,Referral,10/16/2013,Closed with explanation,Yes,No,560213
09/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NC,28621,,N/A,Web,09/30/2013,Closed with explanation,Yes,No,537913
10/03/2013,Mortgage,Reverse mortgage,"Loan modification,collection,foreclosure",,,,CIT Bank National Association,IL,60643,,N/A,Web,10/04/2013,Closed with explanation,Yes,No,551777
08/28/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,93706,,N/A,Web,08/29/2013,Closed with explanation,Yes,No,504904
10/16/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,"TransUnion Intermediate Holdings, Inc.",PA,17602,,N/A,Web,10/16/2013,Closed with non-monetary relief,Yes,No,560221
09/26/2013,Consumer Loan,Installment loan,Managing the loan or lease,,,,"CashCall, Inc.",PA,15435,,N/A,Web,09/27/2013,Closed with explanation,Yes,No,544188
09/11/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,AllianceOne Recievables Management,WA,98204,,N/A,Phone,09/11/2013,Closed with explanation,Yes,No,523184
08/28/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",IL,60436,,N/A,Web,08/28/2013,Closed with explanation,Yes,Yes,507801
09/11/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Citibank,CA,94541,,N/A,Web,09/11/2013,Closed with explanation,Yes,No,523170
10/16/2013,Credit card,,Advertising and marketing,,,,Bank of America,NY,10583,,N/A,Web,10/16/2013,Closed with explanation,Yes,No,560226
08/28/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Expert Global Solutions, Inc.",MS,39213,,N/A,Referral,08/29/2013,Closed with explanation,Yes,No,507818
09/11/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,"TransUnion Intermediate Holdings, Inc.",FL,32810,,N/A,Web,09/14/2013,Closed with explanation,Yes,No,523211
09/26/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,CA,95051,,N/A,Web,09/26/2013,Closed with non-monetary relief,Yes,Yes,544196
10/16/2013,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,NY,11230,,N/A,Web,10/16/2013,Closed with explanation,Yes,No,560228
09/11/2013,Credit card,,APR or interest rate,,,,Capital One,GA,30135,,N/A,Web,09/14/2013,Closed with explanation,Yes,No,523239
09/11/2013,Debt collection,Credit card,Communication tactics,Called outside of 8am-9pm,,,Encore Capital Group,AL,36091,,N/A,Web,09/14/2013,Closed with non-monetary relief,Yes,No,523240
09/11/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Bank of America,FL,33030,,N/A,Web,09/11/2013,Closed with explanation,Yes,Yes,523201
09/11/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Union Bank,CA,92110,Older American,N/A,Web,09/11/2013,Closed with monetary relief,Yes,No,523205
09/11/2013,Credit card,,Other,,,,Capital One,CO,80817,,N/A,Web,09/11/2013,Closed with monetary relief,Yes,Yes,523207
10/16/2013,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,,,Wells Fargo & Company,MI,48230,,N/A,Web,10/16/2013,Closed with explanation,Yes,No,560231
10/03/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Encore Capital Group,NJ,08857,,N/A,Referral,10/04/2013,Closed with explanation,Yes,No,551796
08/28/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,OK,73012,,N/A,Web,08/29/2013,Closed with non-monetary relief,Yes,Yes,501974
09/11/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NJ,08527,,N/A,Web,09/11/2013,Closed with explanation,Yes,No,523213
09/11/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,FL,32810,,N/A,Web,09/14/2013,Closed with non-monetary relief,Yes,No,523212
10/16/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Astoria Bank,NY,11747,,N/A,Referral,10/17/2013,Closed,Yes,Yes,560361
09/23/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,"Dynamic Recovery Solutions, LLC",KY,42223,,N/A,Web,09/23/2013,Closed with explanation,Yes,Yes,537952
09/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,M&T Bank Corporation,MI,48382,,N/A,Postal mail,09/23/2013,Closed with explanation,Yes,No,537766
09/26/2013,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,,,Citibank,TX,78641,,N/A,Web,09/26/2013,Closed with explanation,Yes,No,544216
09/11/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,FL,33162,,N/A,Web,09/11/2013,Closed with explanation,Yes,No,523222
09/11/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MN,55428,,N/A,Web,09/11/2013,Closed with explanation,Yes,No,523227
10/16/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,NY,10461,,N/A,Referral,10/16/2013,Closed with explanation,No,,559985
09/11/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,MA,02176,,N/A,Web,09/14/2013,Closed with explanation,Yes,No,523059
10/03/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,94132,,N/A,Web,10/04/2013,Closed with explanation,Yes,No,552330
09/11/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,TX,77489,,N/A,Web,09/11/2013,Closed with explanation,Yes,Yes,522674
09/11/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Progressive Financial Services, Inc.",AZ,85224,,N/A,Web,09/13/2013,Closed with explanation,Yes,No,523234
10/03/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Ally Financial Inc.,CA,91423,,N/A,Web,10/03/2013,Closed with explanation,Yes,Yes,551826
09/11/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,MA,02043,,N/A,Web,09/11/2013,Closed with monetary relief,Yes,No,522700
10/16/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Ally Financial Inc.,IL,62084,,N/A,Web,10/17/2013,Closed with non-monetary relief,Yes,No,560256
10/16/2013,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,,,Experian,DC,20012,,N/A,Web,10/16/2013,Closed with explanation,Yes,No,560257
10/16/2013,Mortgage,FHA mortgage,Credit decision / Underwriting,,,,"Cornerstone Mortgage, Inc.",MO,64079,Servicemember,N/A,Web,10/16/2013,Closed with explanation,Yes,No,559920
10/03/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,GA,31204,,N/A,Web,10/03/2013,Closed with explanation,Yes,No,551830
09/11/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,DC,20020,,N/A,Web,09/11/2013,Closed with explanation,Yes,No,523241
10/16/2013,Credit card,,Billing disputes,,,,Discover,CA,93446,,N/A,Postal mail,10/16/2013,Closed with explanation,Yes,Yes,560259
10/16/2013,Credit card,,APR or interest rate,,,,Barclays PLC,NC,28173,,N/A,Web,10/16/2013,Closed with explanation,Yes,Yes,560263
10/16/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Caliber Home Loans, Inc",TX,77489,,N/A,Referral,10/22/2013,Closed with explanation,Yes,No,560447
09/11/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,BMO Harris,AZ,85262,,N/A,Web,09/11/2013,Closed with explanation,Yes,Yes,523246
10/03/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Wells Fargo & Company,FL,33029,,N/A,Referral,10/04/2013,Closed with explanation,Yes,Yes,552316
09/23/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Continental Home Loans Inc.,NY,11727,,N/A,Web,09/23/2013,Closed with explanation,Yes,Yes,537999
10/03/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,USAA Savings,FL,33570,,N/A,Referral,10/04/2013,Closed with explanation,Yes,No,551863
10/03/2013,Credit card,,Closing/Cancelling account,,,,Synovus Bank,CA,95426,,N/A,Referral,10/04/2013,Closed with explanation,Yes,No,551884
10/16/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Specialized Loan Servicing LLC,CA,90272,,N/A,Web,10/16/2013,Closed,Yes,No,560271
09/26/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",MD,20874,,N/A,Web,09/27/2013,Closed with explanation,Yes,No,544259
08/28/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Resurgent Capital Services L.P.,TX,77083,,N/A,Referral,08/29/2013,Closed with explanation,Yes,No,507873
10/03/2013,Mortgage,Other mortgage,Other,,,,Bank of America,PA,19120,,N/A,Referral,10/04/2013,Closed with explanation,Yes,Yes,551875
09/26/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,Citibank,TN,37769,,N/A,Phone,09/27/2013,Closed with explanation,Yes,No,544529
